wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
Gaia DR2 1886463401496969216,23 03 04.02,30 14 57.74,DZ,6045.0,8.079,0.621,3.227,,83.14,,,
Gaia DR2 1887302260150228224,22 39 20.40,28 18 49.28,CND,,,,,,100.74,,,
Gaia DR2 189135413232419072,05 14 25.24,41 21 35.04,DC:,5228.0,7.449,0.31,1.678,,88.44,,,
Gaia DR2 189205678895100800,05 38 08.66,36 20 46.96,CND,,,,,,82.14,,,
Gaia DR2 1892968971280501376,22 00 34.35,27 16 15.17,DC,6921.0,7.978,0.561,,,93.67,,,
Gaia DR2 1892977183259111936,21 59 39.32,27 17 23.78,DC:,6368.0,7.998,0.572,,,101.68,,,
Gaia DR2 1892992267183979776,21 57 59.97,27 05 24.80,DC,4567.0,7.751,0.437,4.86,,36.97,,,
Gaia DR2 1898416364202028160,22 10 24.27,30 58 31.06,DC:,4882.0,7.979,0.566,5.986,,66.02,,,
Gaia DR2 1899249656576165376,22 09 57.24,33 21 04.14,DC,8657.0,8.339,0.811,1.507,,93.88,,,
Gaia DR2 18998908093499520,02 40 11.20,07 43 16.73,DC,7978.0,8.462,0.891,2.642,,78.28,,,
Gaia DR2 1900830823016998144,22 27 28.56,31 13 58.93,CND,,,,,,78.97,,,
Gaia DR2 190243755313410816,05 43 09.44,39 36 09.55,DZ,9843.0,8.458,0.892,1.363,,88.62,,,
Gaia DR2 1906327526458564352,22 17 49.11,35 29 55.71,DQ:,5546.0,7.911,0.533,2.507,,101.45,,,
Gaia DR2 1907427720985244928,22 33 43.74,36 49 18.46,DC,4781.0,6.958,0.157,,,97.40,,,
Gaia DR2 1908476521936298496,22 22 22.85,37 44 18.24,DZ,8922.0,8.29,0.763,1.41,,81.55,,,
Gaia DR2 1910053698353680256,23 13 40.73,32 24 54.92,CND,,,,,,91.84,,,
Gaia DR2 1912371434504749952,23 32 17.53,34 49 20.77,CND,,,,,,84.56,,,
Gaia DR2 191279838861685120,05 36 49.95,40 26 07.07,DC,9772.0,8.533,0.94,1.688,,69.54,,,
Gaia DR2 1913048360003157504,23 23 29.59,35 08 45.21,DC,6264.0,7.949,0.542,2.469,,44.32,,,
Gaia DR2 1914595677804443648,23 10 01.02,34 24 07.29,DC,5042.0,7.949,0.55,5.244,,83.38,,,
Gaia DR2 1917237872966083840,23 17 31.49,38 55 13.46,DC,9364.0,8.054,0.612,,,99.35,,,
Gaia DR2 1919204250728753792,23 43 28.76,38 02 29.10,DC:,7203.0,8.37,0.829,3.01,,64.23,,,
Gaia DR2 1920126431748251776,23 34 01.37,39 21 38.64,DQ,,,,,,75.82,,,
Gaia DR2 1921255247935490944,23 51 03.31,41 03 17.65,DC,7108.0,8.286,0.758,2.73,,102.84,,,
Gaia DR2 1921344205298938112,23 48 24.29,41 34 59.37,DC,4358.0,6.999,0.163,,,79.02,,,
Gaia DR2 1922658911967230848,23 58 42.28,43 14 44.95,DC:,8607.0,8.243,0.749,1.275,,94.62,,,
Gaia DR2 1922994640971085184,23 55 49.58,44 19 31.36,DC,4273.0,8.586,0.543,6.805,,76.38,,,
Gaia DR2 1923900707270978816,23 28 23.21,41 19 04.86,DC:,6616.0,8.086,0.643,2.055,,61.43,,,
Gaia DR2 1927091047634819200,23 51 43.77,46 04 11.12,CND,,,,,,103.38,,,
Gaia DR2 1927715845116118784,22 55 02.87,37 04 46.07,DB,11656.0,7.944,0.551,,,42.42,,,
Gaia DR2 1928249928593793536,23 00 25.00,38 05 49.09,DC,7989.0,8.352,0.819,2.073,,92.13,,,
Gaia DR2 1929287700069881856,22 52 58.31,39 28 19.42,DC,4898.0,7.963,0.556,6.17,,39.55,,,
Gaia DR2 1929718949146744960,22 53 32.03,41 12 35.59,DC:,5002.0,7.314,0.259,1.795,,70.21,,,
Gaia DR2 1929838143078434432,23 05 49.95,39 22 25.27,DC,4553.0,8.217,0.707,8.0,,35.90,,,
Gaia DR2 1930605975855596800,23 13 16.98,42 04 35.72,CND,,,,,,232.93,,,
Gaia DR2 1930899682898705024,23 13 14.40,43 04 31.32,CND,,,,,,101.63,,,
Gaia DR2 1932071831012001408,22 41 05.01,39 09 03.44,DC,7302.0,8.32,0.796,2.599,,54.66,,,
Gaia DR2 1932612039116771456,22 46 34.77,40 24 18.77,DB,16002.0,8.233,0.757,0.2368,,48.79,,,
Gaia DR2 1934167775054199168,22 46 12.96,43 48 36.32,DC:,5152.0,7.994,0.577,,,85.93,,,
Gaia DR2 1935198601563961600,23 03 35.25,45 00 21.82,DC:,6447.0,8.438,0.873,4.283,,98.31,,,
Gaia DR2 1936315366080098432,23 03 04.34,46 32 39.63,DC,4749.0,8.143,0.669,8.94,,39.54,,,
Gaia DR2 1937827194563435648,23 20 59.05,44 37 08.71,DQ,8833.0,8.195,0.718,1.107,,84.38,,,
Gaia DR2 1937913952906030848,23 20 27.70,45 10 43.36,DQ,8692.0,8.216,0.731,1.191,,78.37,,,
Gaia DR2 1939842457643560320,23 57 01.79,48 54 20.52,DC,6784.0,8.311,0.789,3.175,,85.21,,,
Gaia DR2 19399306419780224,02 35 42.97,07 29 51.88,DQ,6163.0,8.169,0.679,3.68,,81.79,,,
Gaia DR2 1941133391670459648,23 14 02.24,45 45 49.55,CND,,,,,,77.90,,,
Gaia DR2 1943422948539962240,23 39 12.39,49 19 50.81,DC,5695.0,7.916,0.521,3.61,,97.28,,,
Gaia DR2 1944020262526231936,23 55 06.67,50 48 37.92,CND,,,,,,128.28,,,
Gaia DR2 1946495125767488896,21 45 31.36,32 51 42.10,DC:,8350.0,8.175,0.704,1.253,,73.93,,,
Gaia DR2 1946586827609023488,21 53 10.08,33 29 20.86,DC,7169.0,8.435,0.872,3.358,,69.22,,,
Gaia DR2 1946619817256546048,21 50 00.05,33 23 54.43,DC:,5077.0,7.846,0.491,3.536,,62.60,,,
Gaia DR2 1947061786576071552,21 35 28.77,32 56 24.00,DC,7308.0,8.315,0.793,2.56,,73.33,,,
Gaia DR2 1947673424274107648,21 45 20.16,34 30 00.87,DC,9856.0,8.123,0.675,0.7478,,99.05,,,
Gaia DR2 1950856128179838592,21 39 25.47,35 40 56.18,DZ,7427.0,8.311,0.791,2.411,,97.95,,,
Gaia DR2 1952999355516409600,21 50 26.41,38 16 32.89,DC,6984.0,8.249,0.749,2.482,,98.89,,,
Gaia DR2 19532720988748672,02 28 55.92,07 21 04.93,CND,,,,,,97.95,,,
Gaia DR2 195470288131984128,05 29 13.49,43 00 24.17,DQ,8952.0,8.063,0.616,0.9,,35.92,,,
Gaia DR2 1955426145180853888,22 09 41.05,38 15 38.72,DC:,4826.0,7.846,0.489,4.736,,70.10,,,
Gaia DR2 1956199342374321280,21 59 54.63,39 22 28.29,DC:,5043.0,8.008,0.585,5.577,,43.99,,,
Gaia DR2 1956946052506753280,22 18 41.82,39 51 42.98,DC,8302.0,8.096,0.636,1.409,,56.87,,,
Gaia DR2 1957931313707446016,22 26 35.64,43 03 17.33,DC:,4161.0,7.833,0.479,6.938,,44.48,,,
Gaia DR2 1959267323413510016,21 59 31.74,40 18 43.10,DC:,4589.0,7.988,0.57,7.177,,57.00,,,
Gaia DR2 1960003244583384960,21 56 45.50,41 46 48.92,DQ,8812.0,8.309,0.792,1.335,,98.95,,,
Gaia DR2 1960817054990604288,21 58 59.83,42 43 25.09,CND,,,,,,78.92,,,
Gaia DR2 1961068873218744448,21 54 32.64,43 14 39.19,CND,,,,,,82.66,,,
Gaia DR2 1964653319778060160,21 26 42.96,39 35 46.88,CND,,,,,,86.42,,,
Gaia DR2 196617731593326976,05 55 21.58,44 30 17.07,DC,5848.0,7.875,0.499,2.63,,75.01,,,
Gaia DR2 197048460976343168,05 39 16.67,43 52 28.92,DC,5961.0,8.155,0.669,3.81,,39.32,,,
Gaia DR2 1971656590373082240,21 22 54.92,45 12 07.33,DC:,4689.0,7.791,0.458,,,78.99,,,
Gaia DR2 1972829799343330432,21 49 31.64,43 38 22.04,DQ,9287.0,8.244,0.751,1.042,,87.19,,,
Gaia DR2 1973393612591331584,21 57 10.71,45 15 33.47,DC:,7520.0,8.215,0.728,1.804,,93.12,,,
Gaia DR2 1973736007376318080,21 41 10.69,44 04 47.30,DC:,6513.0,8.425,0.865,4.137,,43.41,,,
Gaia DR2 1974579637737581568,21 46 08.45,46 26 28.62,DC,6017.0,8.183,0.687,3.91,,100.38,,,
Gaia DR2 1975883383650311680,22 13 59.62,49 14 57.37,DC:,5853.0,8.071,0.615,,,105.21,,,
Gaia DR2 197605260537796352,05 50 00.87,45 18 51.78,DC,7276.0,8.23,0.737,2.06,,69.16,,,
Gaia DR2 19777431044944640,02 36 14.21,07 39 46.79,CND,,,,,,80.64,,,
Gaia DR2 1977923153820186496,21 49 16.53,48 48 33.03,DC,7463.0,8.393,0.845,2.829,,95.72,,,
Gaia DR2 1981937092812689024,22 27 46.59,43 06 47.66,CND,,,,,,88.92,,,
Gaia DR2 1984852443596888704,23 03 31.41,48 43 21.96,DC:,6475.0,8.351,0.815,3.843,,97.60,,,
Gaia DR2 198495182055281792,04 50 35.44,37 07 22.73,CND,,,,,,66.59,,,
Gaia DR2 1986124819066332928,22 26 46.72,45 29 43.41,DZ,6970.0,8.241,0.744,2.443,,96.89,,,
Gaia DR2 1989676413423470208,22 44 51.08,50 55 05.73,DC:,5337.0,8.098,0.644,,,69.53,,,
Gaia DR2 1993426577008368640,23 47 09.27,53 12 17.31,DC,10639.0,8.224,0.741,0.718,,86.12,,,
Gaia DR2 1993740586359297536,23 49 16.14,54 11 56.65,DC:,6216.0,8.3,0.781,3.949,,74.56,,,
Gaia DR2 1996825098731349120,23 18 38.31,54 58 14.96,DZ,11591.0,7.978,0.571,0.4554,,99.77,,,
Gaia DR2 1999411936053433856,23 44 27.53,58 59 04.91,DC,5649.0,7.873,0.496,3.181,,72.36,,,
Gaia DR2 1999564768169857792,23 56 09.59,59 47 47.17,DC:,4763.0,7.93,0.536,5.942,,49.17,,,
Gaia DR2 2003629044184090112,22 44 32.60,55 00 58.44,DC:,5197.0,7.981,0.57,4.438,,52.61,,,
Gaia DR2 2005542336164195072,22 03 37.16,54 11 43.95,DC,7296.0,8.368,0.828,2.889,,62.16,,,
Gaia DR2 2005884249925303168,22 13 00.46,55 05 48.30,DC,6398.0,8.215,0.725,3.093,,53.91,,,
Gaia DR2 2006217676803960960,22 18 00.80,56 02 18.63,DC,4413.0,7.691,0.423,4.95,,39.36,,,
Gaia DR2 200816315526176384,05 00 03.68,40 32 32.18,DC,6835.0,8.264,0.758,2.776,,50.76,,,
Gaia DR2 2008689825626877312,23 01 12.01,55 05 56.02,CND,,,,,,94.42,,,
Gaia DR2 2008891341190275072,22 58 40.82,55 13 05.39,DC,7213.0,8.333,0.805,2.784,,85.36,,,
Gaia DR2 2010655404533609216,23 11 11.84,58 47 25.85,DQ,5585.0,7.956,0.544,3.05,,72.34,,,
Gaia DR2 2011999248245437696,23 29 29.14,59 23 57.16,DZ:,7222.0,8.249,0.749,2.222,,92.39,,,
Gaia DR2 2012467915077073024,23 40 10.82,61 17 58.37,DC,4569.0,,0.736,7.667,,71.23,,,
Gaia DR2 2012541517936225024,23 40 41.83,61 48 47.90,CND,,,,,,107.08,,,
Gaia DR2 2014467548772932864,22 58 40.99,60 27 39.62,DZ,4295.0,8.136,0.654,,,72.83,,,
Gaia DR2 2014749990114568320,22 55 49.13,61 10 17.38,DC,4612.0,7.791,0.458,4.876,,52.49,,,
Gaia DR2 2017036763848727168,23 33 59.20,64 30 55.04,CND,,,,,,106.90,,,
Gaia DR2 2021929148238128640,19 35 54.06,25 59 34.45,CND,,,,,,182.18,,,
Gaia DR2 2022226256907147904,19 18 22.30,22 46 05.76,CND,,,,,,209.70,,,
Gaia DR2 2022388155663548160,19 20 32.77,23 42 54.73,DC:,5506.0,7.968,0.551,,,102.89,,,
Gaia DR2 2022852428793868160,19 26 46.93,24 29 13.14,DC,9972.0,8.334,0.811,1.008,,57.60,,,
Gaia DR2 2025075641305573888,19 38 45.83,26 47 52.18,CND,21206.0,7.998,0.625,0.05198,,96.95,,,
Gaia DR2 2026198517543343104,19 32 51.90,28 02 25.29,DC:,4715.0,7.803,0.465,4.68,,53.38,,,
Gaia DR2 2027022257884994944,19 50 23.42,26 17 30.61,CND,,,,,,108.46,,,
Gaia DR2 2031415734540351744,19 39 01.63,28 15 37.11,CND,,,,,,202.45,,,
Gaia DR2 2032752465815833216,19 34 54.99,30 38 02.60,DC:,7228.0,8.326,0.8,2.722,,56.60,,,
Gaia DR2 2033628123777625216,19 55 17.81,31 34 48.67,DC,8578.0,7.818,0.495,0.7103,,86.78,,,
Gaia DR2 2036011173452836736,19 02 46.44,26 07 12.87,DQ,9963.0,8.706,1.047,2.126,,80.38,,,
Gaia DR2 2037218475871234816,19 03 09.17,27 53 07.61,CND,,,,,,98.95,,,
Gaia DR2 2037426558458833408,19 07 26.76,28 07 43.38,DB:,10490.0,8.204,0.727,0.7202,,47.90,,,
Gaia DR2 2037472772293072256,19 11 13.57,28 22 37.45,DC,7531.0,8.428,0.868,2.923,,97.38,,,
Gaia DR2 203833409791964032,04 37 37.44,40 56 37.82,DC:,7305.0,8.165,0.695,1.738,,69.52,,,
Gaia DR2 2039894717236055552,19 17 51.56,31 19 08.17,DZ,4829.0,7.865,0.489,,,83.22,,,
Gaia DR2 2041715684585391232,18 52 02.12,30 27 34.89,CND,,,,,,98.28,,,
Gaia DR2 204210370483142656,04 35 36.05,41 50 26.29,CND,,,,,,99.76,,,
Gaia DR2 2043899619620928000,18 59 24.77,33 01 57.32,DC:,8913.0,8.235,0.744,1.142,,91.76,,,
Gaia DR2 2047102054631445504,19 42 16.45,34 02 05.35,DQ,4543.0,7.418,0.29,2.803,,74.23,,,
Gaia DR2 2047183177953399296,19 39 02.26,33 53 42.80,DC:,4681.0,7.875,0.504,5.648,,60.41,,,
Gaia DR2 20484382662003968,02 50 07.33,08 17 46.70,DC,4623.0,7.866,0.499,5.21,,38.00,,,
Gaia DR2 2050153813558336384,19 24 02.54,36 10 20.59,CND,,,,,,97.14,,,
Gaia DR2 2051552495435854336,19 31 51.14,36 43 48.71,CND,,,,,,88.96,,,
Gaia DR2 2051666913362497152,19 32 29.18,37 41 28.52,DZ:,4490.0,7.855,0.484,,,83.56,,,
Gaia DR2 2052141215187527168,19 40 50.71,38 42 16.15,DZ:,4684.0,7.989,0.572,6.861,,69.79,,,
Gaia DR2 2052569921645067008,19 24 53.21,37 51 13.00,DC,6249.0,8.251,0.733,3.52,,79.49,,,
Gaia DR2 2053730078209836160,20 13 09.63,30 36 04.75,DC,4660.0,7.905,0.521,,,59.93,,,
Gaia DR2 2054541796963126144,20 19 04.23,32 48 21.10,CND,,,,,,104.49,,,
Gaia DR2 2056895194225688064,20 32 19.88,36 08 53.61,DC:,5979.0,8.233,0.735,3.958,,89.47,,,
Gaia DR2 2057254154712554752,20 20 53.88,35 43 11.39,CND,,,,,,75.30,,,
Gaia DR2 2063993125898602368,20 33 20.42,38 35 51.16,DC,5236.0,7.8,0.455,3.688,,50.41,,,
Gaia DR2 2064284054100290048,20 31 02.72,39 34 56.23,DC,4638.0,7.916,0.528,6.88,,35.20,,,
Gaia DR2 2066251179185657856,20 45 02.61,41 46 24.10,DQ:,8668.0,7.892,0.516,0.87,,84.22,,,
Gaia DR2 2067245446933399936,20 23 55.66,39 26 30.68,DZ,5465.0,8.355,0.814,6.544,,67.25,,,
Gaia DR2 2067343097310013056,20 30 50.90,40 15 55.22,DC,5932.0,8.027,0.588,3.3,,89.05,,,
Gaia DR2 2069653789716271744,20 39 54.42,43 36 27.86,DC:,4361.0,7.829,0.478,,,62.04,,,
Gaia DR2 2073342896059014528,19 46 52.65,40 05 16.92,DC:,4909.0,7.961,0.556,5.656,,47.35,,,
Gaia DR2 2073772770741915264,19 51 51.74,40 26 24.90,DC,4953.0,8.132,0.651,6.62,,39.95,,,
Gaia DR2 2074576303279603840,20 09 30.29,41 03 46.39,DC:,7182.0,8.491,0.909,3.558,,66.27,,,
Gaia DR2 2076379261824157312,19 42 37.04,40 12 02.96,DC:,4459.0,7.08,0.184,2.146,,60.10,,,
Gaia DR2 2077541308179288064,19 38 42.33,42 07 06.40,DC,9726.0,8.461,0.894,1.433,,88.10,,,
Gaia DR2 2077893121833074944,19 42 25.16,42 31 14.94,CND,,,,,,114.58,,,
Gaia DR2 207878822308303744,05 32 25.85,44 30 40.38,DC:,6873.0,8.215,0.726,2.396,,47.55,,,
Gaia DR2 2079763318097618688,19 43 52.75,45 03 42.59,DC,6051.0,8.196,0.711,3.554,,71.55,,,
Gaia DR2 2082071948917039232,20 03 36.91,44 19 37.34,DC:,6398.0,8.35,0.814,3.949,,59.91,,,
Gaia DR2 2084090656565383040,20 17 33.18,47 22 57.04,CND,,,,,,99.58,,,
Gaia DR2 2084166484213572480,20 15 03.00,47 42 05.02,DZ,10027.0,7.904,0.525,,,93.86,,,
Gaia DR2 2085482947528338560,19 54 56.75,46 31 38.92,DQ,8205.0,8.298,0.784,1.663,,57.85,,,
Gaia DR2 2086892246551465216,19 56 21.03,48 38 57.19,CND,,,,,,100.57,,,
Gaia DR2 2086953677466793088,19 52 22.73,49 00 58.50,CND,,,,,,76.04,,,
Gaia DR2 2087569060381096960,20 11 15.52,49 10 39.08,DQ,12789.0,8.88,1.132,1.47,0.03,73.92,,,
Gaia DR2 2088154138005729920,20 14 40.15,51 03 15.12,DC:,3773.0,7.61,0.366,,,49.11,,,
Gaia DR2 2091088597099984000,18 37 38.27,32 21 47.31,DQ,6554.0,8.042,0.616,1.933,,99.98,,,
Gaia DR2 2092086476924423808,18 57 57.30,33 53 03.90,DC,10477.0,8.051,0.632,0.5717,,87.60,,,
Gaia DR2 209405631644850688,05 31 24.47,47 45 21.96,DZ,7215.0,8.281,0.77,2.435,,88.65,,,
Gaia DR2 2098286588629682688,18 47 38.75,40 00 39.17,DB,10921.0,8.166,0.704,0.6088,,89.73,,,
Gaia DR2 210000437370798976,05 48 27.75,46 55 13.94,DC,9994.0,7.974,0.565,0.65,,88.52,,,
Gaia DR2 2103645230346699776,18 57 42.29,40 52 15.95,DC:,4250.0,7.786,0.454,6.142,,46.07,,,
Gaia DR2 2105736948138593280,19 01 01.88,43 00 18.69,DC:,6246.0,9.197,1.262,,,43.60,,,
Gaia DR2 2109216657624684544,18 13 12.32,38 59 12.57,DC,8853.0,8.223,0.736,1.143,,95.11,,,
Gaia DR2 2112829347892877952,18 15 16.05,40 54 16.52,DC,6022.0,8.2,0.714,3.634,,46.15,,,
Gaia DR2 2112829549755033472,18 15 14.58,40 54 29.19,DC:,5031.0,7.955,0.553,4.954,,45.68,,,
Gaia DR2 2114136972159561344,18 07 47.34,43 46 19.87,DC,5367.0,8.149,0.663,5.269,,57.06,,,
Gaia DR2 2114784004687143552,18 15 43.05,43 30 56.13,CND,,,,,,89.06,,,
Gaia DR2 2117089573196362112,18 37 25.18,43 44 00.62,DQ,8841.0,8.281,0.774,1.254,,74.82,,,
Gaia DR2 2117116481169240064,18 40 38.24,43 33 52.97,DZ,10136.0,8.34,0.815,0.9742,,91.37,,,
Gaia DR2 2118246744759401344,18 29 16.52,45 14 08.86,CND,,,,,,110.93,,,
Gaia DR2 2122880116823483776,18 00 42.32,49 27 52.62,DQ,5005.0,8.142,0.658,,,92.60,,,
Gaia DR2 2123120944230895872,18 06 48.79,49 47 24.92,CND,,,,,,97.25,,,
Gaia DR2 2124556734616875520,18 15 25.43,52 18 20.18,CND,,,,,,108.13,,,
Gaia DR2 2127165051077115520,19 15 04.72,44 59 54.36,DC:,7787.0,8.289,0.777,1.948,,85.61,,,
Gaia DR2 212745295133496064,05 28 52.39,48 56 03.09,CND,,,,,,80.20,,,
Gaia DR2 2129645759761898240,19 29 11.49,48 21 22.64,DZ,9606.0,8.19,0.716,0.8822,,90.72,,,
Gaia DR2 2131985103893866752,18 59 18.33,48 55 15.24,DC,8490.0,8.295,0.782,1.462,,68.25,,,
Gaia DR2 2132775584035117056,19 11 54.23,49 26 25.45,DC,6928.0,8.065,0.631,1.717,,92.51,,,
Gaia DR2 2133032221219650432,19 19 26.94,50 06 19.72,CND,,,,,,97.86,,,
Gaia DR2 2133275140273211264,19 19 58.34,51 37 00.82,DC,7655.0,8.201,0.719,1.664,,82.92,,,
Gaia DR2 213458843820167040,05 23 39.87,49 10 12.24,DC:,6042.0,8.076,0.635,2.631,,89.39,,,
Gaia DR2 2139525215338375680,19 15 58.38,52 42 22.55,DC:,6666.0,8.295,0.779,3.23,,58.88,,,
Gaia DR2 2139574860864122880,19 14 26.13,52 43 18.25,CND,,,,,,103.23,,,
Gaia DR2 2143372887557513088,19 20 58.32,58 52 43.57,CND,,,,,,71.33,,,
Gaia DR2 2143759842636198784,18 52 09.13,48 53 03.90,DC,10514.0,8.16,0.7,0.6673,,96.60,,,
Gaia DR2 2144332585114474624,18 52 11.19,50 28 07.25,CND,,,,,,102.23,,,
Gaia DR2 2146619161278293248,18 52 55.99,53 33 56.39,CND,,,,,,86.76,,,
Gaia DR2 2146645790077864704,18 55 17.93,53 59 22.63,DC,4646.0,7.894,0.515,6.67,,28.01,,,
Gaia DR2 2146911317838874112,18 45 46.16,54 30 57.44,CND,,,,,,103.47,,,
Gaia DR2 2149331587745863680,18 15 49.11,55 32 31.03,DC,4629.0,7.193,0.243,1.99,,37.93,,,
Gaia DR2 2150591795574568192,18 25 19.00,55 38 46.59,DC:,4579.0,8.043,0.604,7.713,,47.32,,,
Gaia DR2 2150591799870095872,18 25 18.37,55 38 45.16,DC:,4600.0,7.85,0.49,5.633,,47.85,,,
Gaia DR2 2153516874460962304,18 58 02.49,57 20 45.94,DZ,8249.0,8.431,0.872,2.25,,69.46,,,
Gaia DR2 2156539019608031872,18 42 39.18,60 42 42.00,CND,,,,,,80.78,,,
Gaia DR2 2158542467232812416,18 16 26.45,60 33 22.12,DC:,7564.0,8.301,0.784,2.21,,92.41,,,
Gaia DR2 2158705371047562240,18 03 40.85,60 13 53.78,CND,,,,,,79.75,,,
Gaia DR2 2159435274971074048,18 01 53.69,62 54 20.59,DC,,,,,,71.77,,,
Gaia DR2 2160181598552871040,18 38 16.34,62 51 15.26,DC,5985.0,8.019,0.583,2.82,,88.43,,,
Gaia DR2 2162041628635165824,20 56 37.20,43 13 25.04,DZ,9069.0,8.068,0.62,0.93,,74.59,,,
Gaia DR2 216392924957579008,03 47 10.96,31 16 01.98,DC,6624.0,8.186,0.707,2.564,,100.19,,,
Gaia DR2 2166021860722175872,21 08 10.47,49 26 06.12,DZ,8588.0,8.419,0.864,1.92,,98.82,,,
Gaia DR2 2169971345155578752,20 48 31.60,51 10 44.29,DC,4902.0,7.937,0.542,6.72,,38.73,,,
Gaia DR2 2175037104466620416,21 42 20.25,55 47 21.97,DC:,4475.0,6.989,0.161,,,51.36,,,
Gaia DR2 2177744858009335552,21 35 20.82,56 10 49.52,DB,11380.0,7.927,0.562,0.3917,,94.98,,,
Gaia DR2 2178879313487726208,21 29 52.35,57 52 38.06,DC:,4851.0,8.006,0.582,6.417,,51.64,,,
Gaia DR2 2179552317674364928,21 27 01.86,58 55 17.23,DC,7355.0,8.219,0.73,1.944,,72.56,,,
Gaia DR2 2180014215638258048,20 35 18.17,50 12 07.79,CND,,,,,,107.56,,,
Gaia DR2 2182363700192666880,20 39 26.83,52 40 24.97,DC,10300.0,8.156,0.697,0.6997,,82.07,,,
Gaia DR2 2183635178007956736,20 33 59.94,55 05 55.98,DQ,9073.0,8.283,0.775,1.177,,65.83,,,
Gaia DR2 2185261016407220224,20 21 57.94,54 54 42.36,DC,5967.0,8.177,0.683,4.11,,37.96,,,
Gaia DR2 2185425427753860608,20 09 42.25,53 29 39.95,DC,8009.0,8.451,0.884,2.561,,74.59,,,
Gaia DR2 2186553938998292096,20 30 37.03,55 07 06.93,CND,,,,,,90.56,,,
Gaia DR2 2186925397832320512,20 27 44.26,56 02 59.83,CND,,,,,,94.51,,,
Gaia DR2 2187056999931457536,20 27 07.41,57 11 34.90,DC:,7089.0,8.471,0.896,3.59,,47.54,,,
Gaia DR2 2192180273139586176,21 09 42.55,59 32 49.15,DC:,7802.0,8.446,0.881,2.733,,91.13,,,
Gaia DR2 2195006052383829120,20 44 18.32,61 20 43.98,DZ:,4740.0,7.913,0.517,,,89.23,,,
Gaia DR2 2196285097938255232,21 12 00.02,63 18 21.18,CND,,,,,,99.12,,,
Gaia DR2 2200332881281300224,22 23 00.25,58 48 19.32,DC,7328.0,8.311,0.79,2.513,,98.71,,,
Gaia DR2 2201461976641376512,22 20 15.56,60 21 37.14,DQ,6268.0,8.199,0.698,,,94.86,,,
Gaia DR2 2204074794230909952,21 55 17.13,61 31 23.72,DC,,,,,,94.96,,,
Gaia DR2 2204313079013638400,21 51 05.00,61 54 51.02,CND,,,,,,103.62,,,
Gaia DR2 2205493129867600256,22 25 49.72,63 57 48.88,DC,5071.0,7.826,0.468,3.52,,37.99,,,
Gaia DR2 2205619397609830656,22 35 28.09,64 39 38.64,DC,4879.0,7.835,0.473,4.3,,67.46,,,
Gaia DR2 2205955474505148416,22 06 50.25,63 09 53.52,DZ:,5148.0,8.073,0.626,5.832,,55.95,,,
Gaia DR2 220597599158461696,03 57 31.84,37 58 54.06,CND,,,,,,99.93,,,
Gaia DR2 2208124536065383424,22 50 40.25,63 28 37.66,DQ:,8971.0,7.585,0.386,0.5043,,80.72,,,
Gaia DR2 2208530698238308736,23 00 56.26,64 08 14.09,DC,4633.0,7.929,0.535,6.74,,36.50,,,
Gaia DR2 2208870726506948992,23 03 50.55,65 28 54.12,DZ,4606.0,8.048,0.598,,,78.19,,,
Gaia DR2 2210319539237234816,23 33 27.05,66 14 27.74,DC,7390.0,7.916,0.526,,,85.21,,,
Gaia DR2 2214215452527501824,23 44 47.40,69 08 55.00,DB,10180.0,7.954,0.574,0.5422,,96.29,,,
Gaia DR2 2214375294029777408,23 40 31.87,69 02 34.93,DC,5044.0,,0.999,6.651,,74.21,,,
Gaia DR2 2220815923910913920,21 22 31.89,66 00 42.59,DB,10613.0,8.174,0.708,0.6651,,53.98,,,
Gaia DR2 2222096953739435136,21 23 26.49,67 40 40.69,CND,,,,,,117.81,,,
Gaia DR2 2223411046231020544,21 59 53.99,69 12 38.48,DC,7978.0,8.337,0.809,2.011,,72.85,,,
Gaia DR2 2224320853443995136,21 53 28.45,70 11 32.69,DZ:,4443.0,7.922,0.521,,,64.77,,,
Gaia DR2 2225247574244494592,22 45 12.00,68 41 23.24,DZ:,7322.0,8.558,0.953,3.631,,84.21,,,
Gaia DR2 2225398718438581760,22 52 11.37,68 39 15.53,DZ:,5127.0,8.251,0.742,7.427,,50.15,,,
Gaia DR2 2225617113231608448,23 07 00.56,70 01 13.64,CND,,,,,,98.94,,,
Gaia DR2 2227300018854633984,23 25 43.55,71 18 38.12,CND,,,,,,98.18,,,
Gaia DR2 2229836725323068160,22 29 12.84,72 06 22.74,DC,7559.0,8.205,0.721,1.738,,91.87,,,
Gaia DR2 2231237949815438080,22 47 13.17,74 13 06.40,DC,6739.0,8.247,0.747,2.793,,68.63,,,
Gaia DR2 2234815623212133760,20 04 52.70,58 05 45.05,DZ,8005.0,8.299,0.784,1.815,,92.62,,,
Gaia DR2 2236900335916533248,20 09 59.20,59 55 23.95,DC,9456.0,8.293,0.766,1.16,,92.22,,,
Gaia DR2 2237809352855914880,20 03 48.93,61 13 11.09,DC,6619.0,8.11,0.642,,,101.46,,,
Gaia DR2 2241695439264955264,19 33 56.15,62 27 26.14,DZ:,4572.0,7.866,0.499,5.93,,43.77,,,
Gaia DR2 224331059611503232,03 42 35.20,39 20 21.13,DC,8411.0,8.039,0.601,1.09,,70.99,,,
